5906b3197c459f24986dd003,2412,My Beijing: The Sacred City,Travel,2017-1-5 4:01:00,"This metropolis was once a total work of art, epitomizing the religious and political system that ran China for millennia. The remnants of that time are being restored anew.",https://www.nytimes.com/2017/05/01/travel/beijing-china-history-sacred-city-temples-culture.html
5906b3297c459f24986dd004,2318,"6 Million Riders a Day, 1930s Technology",Metro,2017-1-5 4:01:00,New York’s subway is struggling with old infrastructure and overcrowding. The M.T.A.’s failure to modernize its signal system is a crucial example.,https://www.nytimes.com/2017/05/01/nyregion/new-york-subway-signals.html
5906ceec7c459f24986dd021,1795,Seeking a Cross-Border Conference,Sports,2017-1-5 6:00:00,Cetys University is making an ambitious bid to become the first Mexican member of the N.C.A.A.,https://www.nytimes.com/2017/05/01/sports/mexico-cetys-ncaa-border.html
5906cfa77c459f24986dd022,213,"Questions for: ‘Despite the “Yuck Factor,” Leeches Are Big in Russian Medicine’",Learning,2017-1-5 6:03:00,How are leeches used to treat various medical conditions in Russia?,https://www.nytimes.com/2017/05/01/learning/questions-for-despite-the-yuck-factor-leeches-are-big-in-russian-medicine.html
5906e1c07c459f24986dd039,1342,Who Is a ‘Criminal’?,OpEd,2017-1-5 7:20:00,Justice Roberts was right. The Trump administration should not have the power to revoke the citizenship of “anyone they want.”,https://www.nytimes.com/2017/05/01/opinion/who-is-a-criminal.html
5906e1f27c459f24986dd045,885,An Antidote to Europe’s Populism,OpEd,2017-1-5 7:21:00,Beating back the radical right is clearly possible. But the work isn’t done yet.,https://www.nytimes.com/2017/05/01/opinion/populism-has-not-peaked-in-europe-the-fight-continues.html
5906e1f17c459f24986dd044,676,The Cost of a Speech,Editorial,2017-1-5 7:21:00,"In an era of purchased influence, why can’t former President Barack Obama set a higher standard?",https://www.nytimes.com/2017/05/01/opinion/the-cost-of-barack-obamas-speech.html
5906e1f17c459f24986dd042,807,Degradation of the Language,Editorial,2017-1-5 7:21:00,"In Trump world, facts don’t matter, truth doesn’t matter, language doesn’t matter.",https://www.nytimes.com/2017/05/01/opinion/donald-trump-degradation-of-the-language.html
5906e1f17c459f24986dd043,816,On the Power of Being Awful,Editorial,2017-1-5 7:21:00,Trump supporters will never admit they were wrong.,https://www.nytimes.com/2017/05/01/opinion/donald-trump-on-the-power-of-being-awful.html
5906f9307c459f24986dd069,1124,Trump Garbles Pitch on a Revised Health Bill,National,2017-1-5 9:00:00,"President Trump has insisted that the bill would not allow discrimination against people with pre-existing conditions, an assertion contradicted by health policy experts.",https://www.nytimes.com/2017/05/01/us/politics/trump-health-care.html
590700237c459f24986dd079,807,"What’s Going On in This Picture? | May 1, 2017",Learning,2017-1-5 9:30:00,"Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see.",https://www.nytimes.com/2017/05/01/learning/whats-going-on-in-this-picture-may-1-2017.html
590700377c459f24986dd07a,816,Unknown,Upshot,2017-1-5 9:30:00,Spinal manipulation and other therapies seem at least as effective and safe as more traditional treatment.,https://www.nytimes.com/2017/05/01/upshot/for-bad-backs-its-time-to-rethink-biases-about-chiropractors.html
5907072a7c459f24986dd085,1070,When Patients Hit a Medical Wall,Science,2017-1-5 10:00:00,A new book details the cases of families that step outside the realm of established medicine because they feel they have no other choice.,https://www.nytimes.com/2017/05/01/well/live/hitting-a-medical-wall-and-turning-to-unproven-treatments.html
590707bb7c459f24986dd088,999,Unknown,Metro,2017-1-5 10:02:00,"Monday: The NYC Ferry launch, the Met Gala, and the PEN America World Voices Festival.",https://www.nytimes.com/2017/05/01/nyregion/new-york-today-citywide-ferry-service-begins.html
590707dd7c459f24986dd089,1101,"For Pregnant Women, Getting Serious About Whooping Cough",Well,2017-1-5 10:03:00,Vaccinating pregnant women is the best way to keep babies safe in the first few months of life.,https://www.nytimes.com/2017/05/01/well/family/for-pregnant-women-getting-serious-about-whooping-cough.html
590715567c459f24986dd09d,1089,Unknown,Upshot,2017-1-5 11:00:00,"The economy and party identification typically matter a lot in elections, even in a year with a highly atypical candidate like Donald Trump.",https://www.nytimes.com/2017/05/01/upshot/the-ways-that-the-2016-election-was-perfectly-normal.html
590752167c459f24986dd11b,677,New York City Transit Reporter in Wonderland: Riding the London Tube,Insider,2017-1-5 15:19:00,“It was like being dropped into an alternate universe where people actually like their subway.”,https://www.nytimes.com/2017/05/01/insider/a-new-york-city-transit-reporter-in-wonderland-riding-the-london-tube.html
590757b27c459f24986dd132,567,How to Cut an Avocado Without Cutting Yourself,Dining,2017-1-5 15:43:00,The popular fruit has earned a dangerous reputation in emergency rooms and doctor’s offices.,https://www.nytimes.com/2017/05/01/dining/avocado-injuries-cutting-safety.html
5907691c7c459f24986dd161,1201,"In Fictional Suicide, Health Experts Say They See a Real Cause for Alarm",Well,2017-1-5 16:57:00,A rising chorus of mental health experts contends that many of the show’s messages on suicide are inaccurate and potentially dangerous.,https://www.nytimes.com/2017/05/01/well/family/for-families-of-teens-at-suicide-risk-13-reasons-triggers-concerns.html
59076d4c7c459f24986dd16e,1135,"Claims of Liberal Media Bias Hit ESPN, Too",Sports,2017-1-5 17:15:00,"Some conservative critics have celebrated ESPN’s struggles, saying its coverage of some issues reveals a left-leaning sensibility.",https://www.nytimes.com/2017/05/01/sports/espn-layoffs-sports-politics-bias.html
5907849b7c459f24986dd1c1,1063,Is the dream in Australia crumbling?,OpEd,2017-1-5 18:55:00,"When you have a nation full of people trying to get to the top, eventually most of the population is forced to run just to keep up.",https://www.nytimes.com/2017/05/01/opinion/the-end-of-the-australian-dream.html
590786d47c459f24986dd1c6,952,Police in Texas Change Account in Officer’s Fatal Shooting of 15-Year-Old,National,2017-1-5 19:04:00,Jordan Edwards was shot late on Saturday when the police in a Dallas suburb were responding to a call reporting young people drinking.,https://www.nytimes.com/2017/05/01/us/dallas-police-teen-shooting.html
59078b7d7c459f24986dd1d5,1122,Most Adults Favor Sex Ed. Most Students Don’t Get It.,Metro,2017-1-5 19:24:00,"A bill before the City Council, backed by reproductive health groups, would create a task force to study sex education and to suggest improvements.",https://www.nytimes.com/2017/05/01/nyregion/sometimes-the-birds-and-the-bees-get-short-shrift-in-school.html
59078fa67c459f24986dd1de,1593,Australia Feels Its Ties to U.S. Put It in a Bind,Foreign,2017-1-5 19:42:00,"Some in Australia worry about the risk of being drawn into a conflict that forces it to side with either the United States, its military ally, or China, its biggest trading partner.",https://www.nytimes.com/2017/05/01/world/australia/trump-north-korea-us-china.html
590793c77c459f24986dd1ee,1513,A Better-Tasting Bird,Dining,2017-1-5 19:59:00,"Prodded by other companies, Perdue, one of America’s biggest poultry producers, is testing a new breed with a healthier life — and a higher cost.",https://www.nytimes.com/2017/05/01/dining/chicken-perdue-slow-growth-breed.html
5907cc0a7c459f24986dd271,142,Everyone’s a Critic on St. Felix Street,Metro,2017-2-5 0:00:00,A scene between two strangers on a sidewalk in the Fort Greene section of Brooklyn.,https://www.nytimes.com/2017/05/01/nyregion/metropolitan-diary-everyones-a-critic-on-st-felix-street.html
5907d1237c459f24986dd281,655,Mr. Trump Embraces Another Despot,Editorial,2017-2-5 0:21:00,His White House invitation to Rodrigo Duterte of the Philippines erodes America’s reputation.,https://www.nytimes.com/2017/05/01/opinion/donald-trump-embraces-rodrigo-duterte.html
5907d8e97c459f24986dd28b,1066,Seeing an Injury Coming At 100 Miles Per Hour,Sports,2017-2-5 0:54:00,"Noah Syndergaard, who throws the hardest fastball among starters, wanted more this season, a goal that was noble, perhaps, but ultimately reckless.",https://www.nytimes.com/2017/05/01/sports/baseball/new-york-mets-noah-syndergaards-injury.html
5907daa07c459f24986dd28d,1264,Trump Overture To North Korea Is Full of Risks,Foreign,2017-2-5 1:02:00,President Trump‘s willingness to meet with the North Korean and Philippine leaders illustrated his confidence in his own deal making but alarmed critics.,https://www.nytimes.com/2017/05/01/world/asia/trump-north-korea-kim-jong-un.html
5907dc837c459f24986dd290,678,From ‘Manipulator’ to Pulitzer Winner,Insider,2017-2-5 1:10:00,The uproar over the hiring of Bret Stephens as a Times columnist recalls the furor that greeted William Safire’s arrival from the Nixon White House.,https://www.nytimes.com/2017/05/01/insider/william-safire-opinion.html
5907dd457c459f24986dd291,1120,Wall Street Shudders As Trump Muses,Business,2017-2-5 1:13:00,"Wall Street shuddered as President Trump, for the first time as resident of the White House, mused that he was considering breaking up the largest banks.",https://www.nytimes.com/2017/05/01/business/sorkin-trump-breaking-up-banks.html
5907e8417c459f24986dd29e,422,Rallying Cry,Games,2017-2-5 2:00:00,David J. Kahn reminds us who is the best.,https://www.nytimes.com/2017/05/01/crosswords/rallying-cry.html
5907ea747c459f24986dd2a2,893,Zika Twins: A Window Into Much More Than a Virus,Insider,2017-2-5 2:09:00,"I did not anticipate the situation of João Lucas and Ana Vitória, whose different fates had overwhelmed their mother and led to the brain-damaged boy being placed with a guardian.",https://www.nytimes.com/2017/05/01/insider/zika-twins-a-window-into-much-more-than-a-virus.html
5907eb227c459f24986dd2a4,375,Le Coucou Named Best New Restaurant at James Beard Awards,Dining,2017-2-5 2:12:00,"Michael Solomonov of Zahav won Outstanding Chef, and from New York, Ghaya Oliveira of Daniel, Blue Hill at Stone Barns and Marco Canora of Hearth took home honors.",https://www.nytimes.com/2017/05/01/dining/james-beard-award-winners-le-coucou-best-new-restaurant.html
